#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-04T11:02:48 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-04T11:02:48	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/554/A98/table5&-out.max=99999&-out=Teff,logg,M,f1(V),f2(V),f3(V),f4(V)	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35540098
#Name: J/A+A/554/A98
#Title: Limb-darkening coefficients for red giants (Neilson+, 2013)
#INFO	ivoid=ivo://cds.vizier/j/a+a/554/a98	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/554/a98	    IVOID of underlying data collection
#INFO	creator=Neilson H.R.	    First author or institution
#INFO	cites=bibcode:2013A&A...554A..98N	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2013	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/554/A98	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35540098	    Dataset identifier that can be used for citation
#INFO	publication_date=2013-12-29	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_554_A98_table5:
#Name: J/A+A/554/A98/table5
#Title: Spherical 4-parameter limb-darkening coefficients
#Column	Teff	(I4)	[3000/8000] Model effective temperature	[ucd=phys.temperature.effective;meta.modelled]
#Column	logg	(F5.2)	[-1/3] Model surface gravity	[ucd=phys.gravity;meta.modelled]
#Column	M	(F4.1)	[0.5/20] Model mass	[ucd=phys.mass;meta.modelled]
#Column	f1(V)	(F7.4)	V-band four-parameter f_1_ coefficient (G4)	[ucd=phot.limbDark]
#Column	f2(V)	(F8.4)	V-band four-parameter f_2_ coefficient (G4)	[ucd=phot.limbDark]
#Column	f3(V)	(F8.4)	V-band four-parameter f_3_ coefficient (G4)	[ucd=phot.limbDark]
#Column	f4(V)	(F8.4)	V-band four-parameter f_4_ coefficient (G4)	[ucd=phot.limbDark]
Teff	logg	M	f1(V)	f2(V)	f3(V)	f4(V)
3600	 1.00	 1.0	-2.0170	  6.1622	 -5.1948	  1.8938
3600	 1.25	 1.0	-2.3616	  8.2734	 -8.5248	  3.4503
3600	 1.50	 1.0	-2.2497	  8.7751	 -9.8482	  4.1854
3600	 1.75	 1.0	-1.7373	  7.6665	 -8.9703	  3.9529
3700	 1.00	 1.0	-1.9223	  5.5096	 -4.0275	  1.2854
3700	 1.25	 1.0	-2.4027	  8.1236	 -8.0313	  3.1394
3700	 1.50	 1.0	-2.3936	  9.0482	 -9.9437	  4.1377
3700	 1.75	 1.0	-2.0642	  8.6999	-10.1482	  4.3997
3800	 1.00	 1.0	-1.8622	  5.0396	 -3.1345	  0.8020
3800	 1.25	 1.0	-2.4472	  8.0323	 -7.6371	  2.8734
3800	 1.50	 1.0	-2.5473	  9.3281	-10.0136	  4.0658
3800	 1.75	 1.0	-2.2744	  9.2411	-10.5956	  4.4982
3900	 1.00	 1.0	-1.8209	  4.6956	 -2.4500	  0.4196
3900	 1.25	 1.0	-2.4895	  8.0034	 -7.3653	  2.6665
3900	 1.50	 1.0	-2.6679	  9.5779	-10.1069	  4.0181
3900	 1.75	 1.0	-2.4431	  9.6909	-10.9681	  4.5753
4000	 1.00	 1.0	-1.8070	  4.4966	 -2.0021	  0.1552
4000	 1.25	 1.0	-2.5525	  8.0656	 -7.2402	  2.5347
4000	 1.50	 1.0	-2.7797	  9.8407	-10.2601	  4.0101
4000	 1.75	 1.0	-2.5934	 10.1144	-11.3492	  4.6709
4100	 1.00	 1.0	-1.8211	  4.4303	 -1.7567	 -0.0130
4100	 1.25	 1.0	-2.6376	  8.2985	 -7.4192	  2.5586
4100	 1.50	 1.0	-2.8832	 10.1283	-10.4987	  4.0558
4100	 1.75	 1.0	-2.7194	 10.5012	-11.7296	  4.7807
4200	 1.00	 1.0	-1.8462	  4.4236	 -1.6019	 -0.1395
4200	 1.25	 1.0	-2.6875	  8.3577	 -7.3282	  2.4526
4200	 1.50	 1.0	-2.9874	 10.4317	-10.7655	  4.1149
4200	 1.75	 1.0	-2.8391	 10.8871	-12.1271	  4.9030
4300	 1.00	 1.0	-1.8664	  4.4124	 -1.4629	 -0.2498
4300	 1.25	 1.0	-2.7681	  8.5811	 -7.5013	  2.4760
4300	 1.50	 1.0	-3.0934	 10.7767	-11.1208	  4.2231
4300	 1.75	 1.0	-2.9602	 11.2946	-12.5700	  5.0506
4400	 1.00	 1.0	-1.8667	  4.3125	 -1.1895	 -0.4249
4400	 1.25	 1.0	-2.8182	  8.6818	 -7.5068	  2.4261
4400	 1.50	 1.0	-3.1830	 11.0519	-11.3760	  4.2856
4400	 1.75	 1.0	-3.0793	 11.7014	-13.0151	  5.1993
4500	 1.00	 1.0	-1.8616	  4.1990	 -0.9084	 -0.5989
4500	 1.25	 1.0	-2.8752	  8.7991	 -7.5267	  2.3798
4500	 1.50	 1.0	-3.2833	 11.3563	-11.6649	  4.3624
4500	 1.75	 1.0	-3.1876	 12.0643	-13.4067	  5.3284
4600	 1.00	 1.0	-1.8139	  3.9104	 -0.3886	 -0.8765
4600	 1.25	 1.0	-2.9709	  9.1383	 -7.8886	  2.4917
4600	 1.50	 1.0	-3.3754	 11.6067	-11.8622	  4.3934
4600	 1.75	 1.0	-3.2830	 12.4392	-13.8535	  5.4897
4700	 1.00	 1.0	-1.7364	  3.4971	  0.3094	 -1.2355
4700	 1.25	 1.0	-2.9923	  9.1032	 -7.7007	  2.3566
4700	 1.50	 1.0	-3.4599	 11.8274	-12.0215	  4.4089
4700	 1.75	 1.0	-3.4120	 12.8519	-14.2838	  5.6263
4800	 1.00	 1.0	-1.7840	  3.6237	  0.2429	 -1.2521
4800	 1.25	 1.0	-2.9116	  8.5651	 -6.7641	  1.8782
4800	 1.50	 1.0	-3.5261	 11.9224	-11.9769	  4.3280
4800	 1.75	 1.0	-3.5507	 13.1837	-14.5323	  5.6687
4900	 1.00	 1.0	-1.4653	  2.2116	  2.3143	 -2.2123
4900	 1.25	 1.0	-2.8957	  8.3629	 -6.3348	  1.6337
4900	 1.50	 1.0	-3.5925	 12.0263	-11.9482	  4.2544
4900	 1.75	 1.0	-3.6797	 13.5504	-14.8735	  5.7613
5000	 1.00	 1.0	-1.3321	  1.5931	  3.2765	 -2.6820
5000	 1.25	 1.0	-2.8068	  7.8265	 -5.4109	  1.1594
5000	 1.50	 1.0	-3.6096	 11.8063	-11.3887	  3.9253
5000	 1.75	 1.0	-3.8137	 13.8134	-14.9910	  5.7361
5100	 1.00	 1.0	-0.9142	 -0.1717	  5.7905	 -3.8240
5100	 1.25	 1.0	-2.5823	  6.6921	 -3.6426	  0.3106
5100	 1.50	 1.0	-3.6025	 11.5307	-10.7795	  3.5800
5100	 1.75	 1.0	-3.9356	 13.9876	-14.9481	  5.6270
5200	 1.00	 1.0	-0.4992	 -1.8890	  8.2114	 -4.9169
5200	 1.25	 1.0	-2.4811	  6.1571	 -2.7758	 -0.1185
5200	 1.50	 1.0	-3.5575	 11.0952	 -9.9573	  3.1460
5200	 1.75	 1.0	-4.0265	 14.1085	-14.8983	  5.5365
5300	 1.00	 1.0	-0.1434	 -3.3401	 10.2446	 -5.8321
5300	 1.25	 1.0	-2.2380	  5.0205	 -1.0571	 -0.9313
5300	 1.50	 1.0	-3.5165	 10.7252	 -9.2531	  2.7694
5300	 1.75	 1.0	-4.0906	 14.0863	-14.6229	  5.3379
5400	 1.00	 1.0	 0.2662	 -4.9776	 12.5043	 -6.8373
5400	 1.25	 1.0	-2.0409	  4.1256	  0.2756	 -1.5557
5400	 1.50	 1.0	-3.4759	 10.4144	 -8.6852	  2.4712
5400	 1.75	 1.0	-4.1678	 14.2708	-14.7465	  5.3468
5500	 1.00	 1.0	 0.3860	 -5.4871	 13.2548	 -7.1907
5500	 1.25	 1.0	-1.9956	  3.8768	  0.7018	 -1.7767
5500	 1.50	 1.0	-3.4849	 10.3622	 -8.5132	  2.3582
5500	 1.75	 1.0	-4.2062	 14.2322	-14.5171	  5.1882
5600	 1.00	 1.0	 0.4894	 -5.9300	 13.9145	 -7.5046
5600	 1.25	 1.0	-1.7420	  2.7630	  2.3349	 -2.5351
5600	 1.50	 1.0	-3.3846	  9.7852	 -7.5542	  1.8788
5600	 1.75	 1.0	-4.2172	 14.0692	-14.1040	  4.9443
5700	 1.00	 1.0	 1.4082	 -9.4325	 18.5545	 -9.4977
5700	 1.25	 1.0	-1.3398	  1.0742	  4.7292	 -3.6185
5700	 1.50	 1.0	-3.2288	  8.9874	 -6.3013	  1.2744
5700	 1.75	 1.0	-4.2176	 13.8603	-13.6319	  4.6772
5800	 1.00	 1.0	 2.1821	-12.3159	 22.3061	-11.0849
5800	 1.25	 1.0	-1.1924	  0.4337	  5.6778	 -4.0652
5800	 1.50	 1.0	-3.1761	  8.6864	 -5.7869	  1.0100
5800	 1.75	 1.0	-4.2370	 13.8501	-13.5186	  4.5906
5900	 1.00	 1.0	 3.0741	-15.5594	 26.4331	-12.7956
5900	 1.25	 1.0	-1.1289	  0.1366	  6.1454	 -4.2959
5900	 1.50	 1.0	-3.1810	  8.6500	 -5.6668	  0.9298
5900	 1.75	 1.0	-4.2722	 13.9385	-13.5728	  4.5885
6000	 1.25	 1.0	-1.0659	 -0.1585	  6.6156	 -4.5307
6000	 1.50	 1.0	-3.1891	  8.6324	 -5.5710	  0.8583
6000	 1.75	 1.0	-4.3043	 14.0266	-13.6314	  4.5884
6100	 1.25	 1.0	-0.9772	 -0.5538	  7.2214	 -4.8247
6100	 1.50	 1.0	-3.1927	  8.5985	 -5.4540	  0.7778
6100	 1.75	 1.0	-4.3309	 14.0923	-13.6595	  4.5750
6200	 1.25	 1.0	-0.8014	 -1.2840	  8.2616	 -5.2996
6200	 1.50	 1.0	-3.1838	  8.5119	 -5.2716	  0.6729
6200	 1.75	 1.0	-4.3564	 14.1475	-13.6750	  4.5583
6300	 1.25	 1.0	-0.4733	 -2.6097	 10.1059	 -6.1252
6300	 1.50	 1.0	-3.1434	  8.2839	 -4.8759	  0.4661
6300	 1.75	 1.0	-4.3671	 14.1227	-13.5570	  4.4740
6400	 1.50	 1.0	-3.0650	  7.8952	 -4.2609	  0.1650
6400	 1.75	 1.0	-4.3750	 14.0818	-13.4213	  4.3851
6500	 1.50	 1.0	-2.9249	  7.2403	 -3.2650	 -0.3089
6500	 1.75	 1.0	-4.3586	 13.9088	-13.0728	  4.1923
6600	 1.50	 1.0	-2.7038	  6.2487	 -1.8052	 -0.9863
6600	 1.75	 1.0	-4.3250	 13.6493	-12.5944	  3.9394
6700	 1.50	 1.0	-2.4502	  5.1487	 -0.2218	 -1.7087
6700	 1.75	 1.0	-4.2752	 13.3173	-12.0189	  3.6465
6800	 1.75	 1.0	-4.2302	 13.0136	-11.4881	  3.3748
6900	 1.75	 1.0	-4.1036	 12.3318	-10.4121	  2.8584
3000	 3.00	 1.0	-2.0340	  9.6603	-13.3563	  6.5927
3100	 3.00	 1.0	-4.0083	 17.0694	-24.9433	 12.6124
3200	 3.00	 1.0	-3.8429	 16.3999	-23.9236	 12.1071
3300	 3.00	 1.0	-2.2126	 10.3161	-14.6953	  7.4381
3400	 3.00	 1.0	 0.9915	 -1.0220	  1.7937	 -0.7070
3500	 3.00	 1.0	 1.2112	 -0.9377	  0.5813	  0.2510
3600	 3.00	 1.0	 1.0432	 -0.5616	  0.1000	  0.5232
3700	 3.00	 1.0	 0.9171	  0.2061	 -1.0300	  1.0145
3800	 3.00	 1.0	 0.7535	  0.7841	 -1.6613	  1.2246
3900	 3.00	 1.0	 0.6304	  1.2858	 -2.2736	  1.4536
4000	 3.00	 1.0	 0.4826	  1.8300	 -2.9148	  1.6910
4100	 3.00	 1.0	 0.3787	  2.2333	 -3.3924	  1.8644
4200	 3.00	 1.0	 0.3091	  2.5329	 -3.7562	  1.9954
4300	 3.00	 1.0	 0.2620	  2.7738	 -4.0654	  2.1097
4400	 3.00	 1.0	 0.2198	  3.0019	 -4.3650	  2.2224
4500	 3.00	 1.0	 0.1866	  3.2172	 -4.6683	  2.3432
4600	 3.00	 1.0	 0.1424	  3.4642	 -5.0030	  2.4741
4700	 3.00	 1.0	 0.0859	  3.7537	 -5.3910	  2.6271
4800	 3.00	 1.0	 0.0071	  4.1266	 -5.8908	  2.8298
4900	 3.00	 1.0	-0.0856	  4.5486	 -6.4540	  3.0597
5000	 3.00	 1.0	-0.2358	  5.1416	 -7.2130	  3.3679
5100	 3.00	 1.0	-0.4192	  5.8314	 -8.0789	  3.7168
5200	 3.00	 1.0	-0.6259	  6.5959	 -9.0357	  4.1036
5300	 3.00	 1.0	-0.8116	  7.2807	 -9.8895	  4.4470
5400	 3.00	 1.0	-0.9855	  7.9211	-10.6869	  4.7672
5500	 3.00	 1.0	-1.1307	  8.4599	-11.3594	  5.0373
5600	 3.00	 1.0	-1.2754	  8.9863	-12.0092	  5.2965
5700	 3.00	 1.0	-1.4144	  9.5037	-12.6587	  5.5589
5800	 3.00	 1.0	-1.4901	  9.8026	-13.0364	  5.7092
5900	 3.00	 1.0	-1.5385	 10.0207	-13.3285	  5.8294
6000	 3.00	 1.0	-1.5648	 10.1616	-13.5211	  5.9066
6100	 3.00	 1.0	-1.5703	 10.2275	-13.6177	  5.9434
6200	 3.00	 1.0	-1.5722	 10.2856	-13.7138	  5.9842
6300	 3.00	 1.0	-1.5691	 10.3131	-13.7556	  5.9964
6400	 3.00	 1.0	-1.5701	 10.3525	-13.8156	  6.0186
6500	 3.00	 1.0	-1.5880	 10.4349	-13.9114	  6.0491
6600	 3.00	 1.0	-1.6251	 10.5743	-14.0697	  6.1030
6700	 3.00	 1.0	-1.6716	 10.7438	-14.2676	  6.1748
6800	 3.00	 1.0	-1.7561	 11.0229	-14.5778	  6.2847
6900	 3.00	 1.0	-1.8289	 11.2687	-14.8562	  6.3850
7000	 3.00	 1.0	-1.9434	 11.6382	-15.2692	  6.5347
7100	 3.00	 1.0	-2.0888	 12.0991	-15.7836	  6.7230
7200	 3.00	 1.0	-2.1947	 12.4484	-16.1830	  6.8713
7300	 3.00	 1.0	-2.4127	 13.1244	-16.9418	  7.1557
7400	 3.00	 1.0	-2.5239	 13.4927	-17.3721	  7.3207
7500	 3.00	 1.0	-2.3352	 13.0069	-16.8882	  7.1501
7600	 3.00	 1.0	-3.1228	 15.3079	-19.4183	  8.1040
7700	 3.00	 1.0	-3.3550	 16.0217	-20.2283	  8.4143
7800	 3.00	 1.0	-3.6151	 16.8051	-21.0991	  8.7411
7900	 3.00	 1.0	-3.7679	 17.3147	-21.6943	  8.9683
8000	 3.00	 1.0	-4.0231	 18.0941	-22.5553	  9.2849
3000	-0.25	 0.5	 0.5035	 -5.9164	 14.9445	 -8.5509
3000	-0.50	 0.5	 5.4931	-21.9111	 30.8553	-13.0649
3100	-0.25	 0.5	 1.2261	 -8.5188	 17.5960	 -9.2744
3200	-0.25	 0.5	 0.3290	 -1.8930	  2.6031	 -0.0316
3000	 0.00	 0.5	-1.7046	  4.4428	 -2.8102	  0.9204
3100	 0.00	 0.5	-1.6693	  3.7304	  0.6633	 -1.8688
3200	 0.00	 0.5	-0.8606	  2.0616	 -0.7521	  0.4753
3300	 0.00	 0.5	 0.6677	 -3.1387	  4.3939	 -0.8889
3400	 0.00	 0.5	 1.0593	 -4.1063	  4.8570	 -0.7401
3500	 0.00	 0.5	 2.4147	 -8.9737	 11.0604	 -3.3303
3600	 0.00	 0.5	 2.6408	 -9.4725	 11.1925	 -3.1675
3700	 0.00	 0.5	 2.7692	 -9.7275	 11.2014	 -3.0364
3800	 0.00	 0.5	 2.7492	 -9.4385	 10.4911	 -2.5929
3900	 0.00	 0.5	 2.8049	 -9.5279	 10.4428	 -2.5045
4000	 0.00	 0.5	 2.5132	 -8.1717	  8.2055	 -1.3485
4100	 0.00	 0.5	 2.3670	 -7.4130	  6.8674	 -0.6298
3000	 2.00	 0.5	-5.8085	 24.4129	-36.7441	 18.7476
3000	 2.25	 0.5	-6.0797	 25.4131	-38.2372	 19.4937
3000	 2.50	 0.5	-5.9191	 24.7856	-37.1995	 18.9348
3000	 0.25	 0.5	-2.6428	  8.9865	 -9.2572	  3.7170
3000	 2.75	 0.5	-4.0912	 17.5486	-25.7713	 13.0399
3100	 2.00	 0.5	-0.8818	  5.7227	 -8.0734	  4.1592
3100	 2.25	 0.5	-4.0475	 17.5067	-26.0337	 13.2990
3100	 2.50	 0.5	-5.0612	 21.3577	-31.9116	 16.2734
3100	 0.25	 0.5	-2.6555	  8.3821	 -7.8578	  2.9234
3100	 2.75	 0.5	-4.9764	 20.8298	-30.9348	 15.7453
3200	 2.00	 0.5	-0.7151	  6.3743	 -9.0134	  4.3441
3200	 2.25	 0.5	-0.5709	  4.6289	 -6.2406	  3.1470
3200	 2.50	 0.5	-2.2882	 10.8078	-15.7347	  8.0531
3200	 0.25	 0.5	-1.9311	  6.1626	 -6.4968	  3.1123
3200	 2.75	 0.5	-3.3749	 14.7018	-21.4508	 10.8945
3300	 2.00	 0.5	-0.0243	  3.5494	 -5.1971	  2.7143
3300	 2.25	 0.5	-0.2134	  4.2262	 -6.2492	  3.2569
3300	 2.50	 0.5	 1.0670	  0.1819	 -0.1429	  0.0084
3300	 0.25	 0.5	 0.0738	 -1.6508	  3.9156	 -1.3561
3300	 2.75	 0.5	-0.6349	  4.7252	 -6.6142	  3.4588
3400	 2.00	 0.5	-0.7757	  5.1348	 -6.9058	  3.5311
3400	 2.25	 0.5	 0.0535	  2.7639	 -4.1963	  2.4236
3400	 2.50	 0.5	 0.5872	  1.0118	 -1.9238	  1.4004
3400	 0.25	 0.5	 0.4042	 -2.3287	  3.7036	 -0.7658
3400	 2.75	 0.5	 1.4422	 -1.0068	  0.8826	 -0.1786
3500	 2.00	 0.5	-1.6519	  8.0708	-10.2551	  4.7628
3500	 2.25	 0.5	-0.4576	  3.9228	 -5.1783	  2.7208
3500	 2.50	 0.5	 0.0387	  2.6888	 -3.9202	  2.2382
3500	 0.25	 0.5	 2.7243	-11.4667	 16.5659	 -6.6512
3500	 2.75	 0.5	 0.5992	  0.8791	 -1.6793	  1.2809
3600	 2.00	 0.5	-1.7244	  7.6068	 -8.9062	  3.9360
3600	 2.25	 0.5	-1.2597	  6.8897	 -8.8852	  4.2135
3600	 2.50	 0.5	-0.5723	  4.7812	 -6.2600	  3.0611
3600	 0.25	 0.5	 2.9541	-12.1085	 17.0396	 -6.6933
3600	 2.75	 0.5	 0.2237	  2.1070	 -3.1238	  1.8537
3700	 2.00	 0.5	-2.0423	  8.6624	-10.1362	  4.4057
3700	 2.25	 0.5	-1.5355	  7.4819	 -9.1007	  4.0897
3700	 2.50	 0.5	-0.8841	  5.7495	 -7.3647	  3.4878
3700	 0.25	 0.5	 3.3233	-13.4158	 18.6722	 -7.3600
3700	 2.75	 0.5	-0.2178	  3.7812	 -5.1754	  2.6492
3800	 2.00	 0.5	-2.3139	  9.3235	-10.6538	  4.5095
3800	 2.25	 0.5	-1.8049	  8.2940	 -9.9598	  4.3857
3800	 2.50	 0.5	-1.1637	  6.6457	 -8.3551	  3.8423
3800	 0.25	 0.5	 3.6241	-14.5967	 20.3513	 -8.1380
3800	 2.75	 0.5	-0.4809	  4.6805	 -6.2150	  3.0365
3900	 2.00	 0.5	-2.4938	  9.7849	-11.0218	  4.5804
3900	 2.25	 0.5	-2.0174	  8.9104	-10.5543	  4.5596
3900	 2.50	 0.5	-1.3883	  7.3427	 -9.0838	  4.0825
3900	 0.25	 0.5	 3.8846	-15.4380	 21.2785	 -8.4633
3900	 2.75	 0.5	-0.7047	  5.4372	 -7.0736	  3.3479
4000	 2.00	 0.5	-2.6363	 10.1567	-11.3152	  4.6323
4000	 2.25	 0.5	-2.1920	  9.4255	-11.0557	  4.7069
4000	 2.50	 0.5	-1.5752	  7.9334	 -9.7093	  4.2907
4000	 0.25	 0.5	 4.1108	-16.3657	 22.6620	 -9.1302
4000	 2.75	 0.5	-0.8757	  6.0035	 -7.6918	  3.5596
4100	 2.00	 0.5	-2.7678	 10.5448	-11.6827	  4.7326
4100	 2.25	 0.5	-2.3397	  9.8923	-11.5427	  4.8638
4100	 2.50	 0.5	-1.7181	  8.4108	-10.2331	  4.4702
4100	 0.25	 0.5	 4.2553	-16.9023	 23.3820	 -9.4476
4100	 2.75	 0.5	-1.0109	  6.4726	 -8.2173	  3.7426
4200	 2.00	 0.5	-2.8864	 10.9169	-12.0530	  4.8403
4200	 2.25	 0.5	-2.4627	 10.3040	-11.9836	  5.0072
4200	 2.50	 0.5	-1.8408	  8.8378	-10.7071	  4.6315
4200	 0.25	 0.5	 4.3367	-17.0235	 23.2655	 -9.2823
4200	 2.75	 0.5	-1.1241	  6.8841	 -8.6896	  3.9095
4300	 2.00	 0.5	-3.0048	 11.3069	-12.4678	  4.9747
4300	 2.25	 0.5	-2.5864	 10.7368	-12.4744	  5.1802
4300	 2.50	 0.5	-1.9508	  9.2485	-11.1923	  4.8091
4300	 0.25	 0.5	 4.4961	-17.7235	 24.3757	 -9.8420
4300	 2.75	 0.5	-1.2173	  7.2569	 -9.1421	  4.0772
4400	 2.00	 0.5	-3.1176	 11.6888	-12.8787	  5.1082
4400	 2.25	 0.5	-2.7037	 11.1554	-12.9511	  5.3476
4400	 2.50	 0.5	-2.0573	  9.6556	-11.6765	  4.9861
4400	 0.25	 0.5	 4.5440	-17.6736	 23.9634	 -9.5200
4400	 2.75	 0.5	-1.3117	  7.6372	 -9.6093	  4.2532
4500	 2.00	 0.5	-3.2264	 12.0372	-13.2387	  5.2203
4500	 2.25	 0.5	-2.8156	 11.5543	-13.4048	  5.5066
4500	 2.50	 0.5	-2.1694	 10.0870	-12.2006	  5.1838
4500	 0.25	 0.5	 4.6376	-17.9941	 24.3571	 -9.6795
4500	 2.75	 0.5	-1.4096	  8.0386	-10.1126	  4.4474
4600	 2.00	 0.5	-3.3394	 12.3964	-13.6044	  5.3310
4600	 2.25	 0.5	-2.9397	 11.9883	-13.9012	  5.6843
4600	 2.50	 0.5	-2.2809	 10.5009	-12.6893	  5.3629
4600	 0.25	 0.5	 4.6954	-18.0313	 24.1451	 -9.4806
4600	 2.75	 0.5	-1.4800	  8.3512	-10.5061	  4.5951
4700	 2.00	 0.5	-3.4630	 12.7792	-13.9914	  5.4490
4700	 2.25	 0.5	-3.0568	 12.4139	-14.3922	  5.8589
4700	 2.50	 0.5	-2.3855	 10.9162	-13.1975	  5.5541
4700	 0.25	 0.5	 4.7238	-17.9569	 23.7795	 -9.2127
4700	 2.75	 0.5	-1.5954	  8.8050	-11.0679	  4.8117
4800	 2.00	 0.5	-3.5750	 13.1021	-14.2913	  5.5286
4800	 2.25	 0.5	-3.1996	 12.8941	-14.9311	  6.0498
4800	 2.50	 0.5	-2.5371	 11.4537	-13.8312	  5.7914
4800	 0.25	 0.5	 4.7947	-18.1078	 23.8220	 -9.1679
4800	 2.75	 0.5	-1.7353	  9.3342	-11.7185	  5.0642
4900	 2.00	 0.5	-3.7019	 13.3889	-14.4713	  5.5364
4900	 2.25	 0.5	-3.3596	 13.3742	-15.4232	  6.2089
4900	 2.50	 0.5	-2.7057	 12.0261	-14.4944	  6.0387
4900	 0.25	 0.5	 4.5719	-16.8496	 21.4889	 -7.8789
4900	 2.75	 0.5	-1.8875	  9.9018	-12.4152	  5.3357
5000	 2.00	 0.5	-3.8102	 13.6350	-14.6235	  5.5404
5000	 2.25	 0.5	-3.5344	 13.8747	-15.9191	  6.3645
5000	 2.50	 0.5	-2.9092	 12.6686	-15.2024	  6.2920
5000	 2.75	 0.5	-2.0909	 10.5870	-13.2151	  5.6395
5100	 2.00	 0.5	-3.9164	 13.7731	-14.5572	  5.4298
5100	 2.25	 0.5	-3.7193	 14.3610	-16.3561	  6.4836
5100	 2.50	 0.5	-3.1443	 13.3780	-15.9618	  6.5585
5100	 2.75	 0.5	-2.3529	 11.4365	-14.1905	  6.0082
5200	 2.00	 0.5	-3.9988	 13.8479	-14.4270	  5.2970
5200	 2.25	 0.5	-3.9129	 14.8294	-16.7281	  6.5629
5200	 2.50	 0.5	-3.3917	 14.1026	-16.7190	  6.8182
5200	 2.75	 0.5	-2.5985	 12.2291	-15.0948	  6.3473
5300	 2.00	 0.5	-4.0487	 13.7827	-14.1023	  5.0790
5300	 2.25	 0.5	-4.0669	 15.1770	-16.9675	  6.5938
5300	 2.50	 0.5	-3.6056	 14.7093	-17.3246	  7.0132
5300	 2.75	 0.5	-2.8365	 12.9814	-15.9354	  6.6556
5400	 2.00	 0.5	-4.1117	 13.8459	-14.0128	  4.9814
5400	 2.25	 0.5	-4.1925	 15.4771	-17.1967	  6.6366
5400	 2.50	 0.5	-3.7837	 15.2267	-17.8570	  7.1916
5400	 2.75	 0.5	-3.0434	 13.6407	-16.6818	  6.9339
5500	 2.00	 0.5	-4.1403	 13.7738	-13.7384	  4.8022
5500	 2.25	 0.5	-4.3154	 15.7189	-17.3041	  6.6124
5500	 2.50	 0.5	-3.9443	 15.6802	-18.3044	  7.3324
5500	 2.75	 0.5	-3.2131	 14.1791	-17.2817	  7.1522
5600	 2.00	 0.5	-4.1392	 13.5750	-13.2871	  4.5447
5600	 2.25	 0.5	-4.4021	 15.8761	-17.3462	  6.5749
5600	 2.50	 0.5	-4.0965	 16.0950	-18.6938	  7.4461
5600	 2.75	 0.5	-3.3974	 14.7540	-17.9141	  7.3798
5700	 2.00	 0.5	-4.1276	 13.3416	-12.7988	  4.2752
5700	 2.25	 0.5	-4.4791	 15.9910	-17.3314	  6.5136
5700	 2.50	 0.5	-4.2259	 16.4425	-19.0172	  7.5400
5700	 2.75	 0.5	-3.5464	 15.2205	-18.4312	  7.5678
5800	 2.00	 0.5	-4.1413	 13.2911	-12.6169	  4.1546
5800	 2.25	 0.5	-4.5412	 16.1424	-17.4359	  6.5230
5800	 2.50	 0.5	-4.3083	 16.6815	-19.2483	  7.6078
5800	 2.75	 0.5	-3.6414	 15.5322	-18.7790	  7.6919
5900	 2.00	 0.5	-4.1734	 13.3638	-12.6465	  4.1406
5900	 2.25	 0.5	-4.5920	 16.2975	-17.5856	  6.5643
5900	 2.50	 0.5	-4.3768	 16.9184	-19.5197	  7.7058
5900	 2.75	 0.5	-3.7107	 15.7861	-19.0848	  7.8085
6000	 2.00	 0.5	-4.2073	 13.4614	-12.7205	  4.1482
6000	 2.25	 0.5	-4.6340	 16.4368	-17.7252	  6.6035
6000	 2.50	 0.5	-4.4208	 17.0783	-19.6984	  7.7657
6000	 2.75	 0.5	-3.7563	 15.9655	-19.3006	  7.8878
6100	 2.00	 0.5	-4.2366	 13.5430	-12.7743	  4.1471
6100	 2.25	 0.5	-4.6713	 16.5640	-17.8540	  6.6397
6100	 2.50	 0.5	-4.4576	 17.2199	-19.8605	  7.8206
6100	 2.75	 0.5	-3.7857	 16.0946	-19.4585	  7.9444
6200	 2.00	 0.5	-4.2688	 13.6393	-12.8564	  4.1626
6200	 2.25	 0.5	-4.7109	 16.7035	-18.0062	  6.6893
6200	 2.50	 0.5	-4.4921	 17.3613	-20.0336	  7.8849
6200	 2.75	 0.5	-3.8127	 16.2218	-19.6249	  8.0095
6300	 2.00	 0.5	-4.2862	 13.6615	-12.8195	  4.1190
6300	 2.25	 0.5	-4.7419	 16.7917	-18.0704	  6.6938
